Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2003-10-06 00:00:00-04:00,1.850841179199199,1.93868601351359,1.8337602036408205,1.926485300064087,3068800,0.0,0.0
2003-10-07 00:00:00-04:00,1.9094045019564452,2.0253109414346206,1.9094045019564452,1.9826085567474365,3391200,0.0,0.0
2003-10-08 00:00:00-04:00,1.9948093369317694,1.9948093369317694,1.9277056372257064,1.9643076658248901,3191200,0.0,0.0
2003-10-09 00:00:00-04:00,1.9411261026077336,1.9643074350845307,1.9033041000366213,1.903304100036621,1222400,0.0,0.0
2003-10-10 00:00:00-04:00,1.9033042466298993,1.9447864199195644,1.8484011477744193,1.8813430070877075,2668000,0.0,0.0
2003-10-13 00:00:00-04:00,1.8886630933716526,1.8886630933716526,1.8606016166429928,1.867922067642212,1512000,0.0,0.0
2003-10-14 00:00:00-04:00,1.875242492043838,2.031410996074053,1.867922157048858,1.9887086153030396,2140000,0.0,0.0
2003-10-15 00:00:00-04:00,1.9899287293690928,2.0643528727914124,1.9521067266979124,1.9533268213272095,784800,0.0,0.0
2003-10-16 00:00:00-04:00,1.9691878121931636,1.982608621947161,1.9521069508402815,1.9643076658248901,386400,0.0,0.0
2003-10-17 00:00:00-04:00,1.9533269929002965,1.9594272338733478,1.9338059425354004,1.9338059425354004,1601600,0.0,0.0
2003-10-20 00:00:00-04:00,1.9496665848968313,1.9545469635328139,1.9228252005267117,1.946006417274475,1348000,0.0,0.0
2003-10-21 00:00:00-04:00,1.9386860820297627,1.9496665848968313,1.9350257980527759,1.946006417274475,884800,0.0,0.0
2003-10-22 00:00:00-04:00,1.9521067652836543,1.9521067652836543,1.9277054539885348,1.9325857162475586,710400,0.0,0.0
2003-10-23 00:00:00-04:00,1.9228252702445272,1.9228252702445272,1.872802550958289,1.8911035060882568,918400,0.0,0.0
2003-10-24 00:00:00-04:00,1.8862231539034344,1.9521067521337636,1.8862231539034344,1.9435663223266602,1616000,0.0,0.0
2003-10-27 00:00:00-05:00,1.9521065950393677,2.025310638895192,1.9216049294918776,1.9521065950393677,799200,0.0,0.0
2003-10-28 00:00:00-05:00,2.000909251499631,2.0253106774862735,1.9130645368243573,1.9313654899597168,1618400,0.0,0.0
2003-10-29 00:00:00-05:00,1.9240454692721805,1.9789483376389938,1.9094045647487938,1.9643076658248901,1645600,0.0,0.0
2003-10-30 00:00:00-05:00,1.9643076935773511,2.0667933285611633,1.9521069784203666,2.03019118309021,1060000,0.0,0.0
2003-10-31 00:00:00-05:00,2.031411096861885,2.1119354839296163,2.0253108561816155,2.110715389251709,1458400,0.0,0.0
2003-11-03 00:00:00-05:00,2.1107152819216224,2.180259278770403,2.0826538038844893,2.1363368034362793,762400,0.0,0.0
2003-11-04 00:00:00-05:00,2.160738146675446,2.160738146675446,2.074113517356873,2.102174997329712,804000,0.0,0.0
2003-11-05 00:00:00-05:00,2.072893036096957,2.0802133702227366,2.0375112272313345,2.074113130569458,64800,0.0,0.0
2003-11-06 00:00:00-05:00,2.0716730350298658,2.074113224084888,2.0326309409864516,2.0594723224639893,384000,0.0,0.0
2003-11-07 00:00:00-05:00,2.074113130569458,2.074113130569458,2.0387310889946093,2.074113130569458,218400,0.0,0.0
2003-11-10 00:00:00-05:00,2.0350713338096393,2.086314145549783,2.0350713338096393,2.0680131912231445,494400,0.0,0.0
2003-11-11 00:00:00-05:00,2.043611466884613,2.074113130569458,2.043611466884613,2.074113130569458,916000,0.0,0.0
2003-11-12 00:00:00-05:00,2.0497118119489772,2.0972945679866606,2.037511332014983,2.0728931427001953,598400,0.0,0.0
2003-11-13 00:00:00-05:00,2.0375114932783625,2.0741134013957616,2.0265308743012915,2.0277509689331055,120800,0.0,0.0
2003-11-14 00:00:00-05:00,2.0265310111722745,2.049712112614615,2.0265310111722745,2.042391777038574,1995200,0.0,0.0
2003-11-17 00:00:00-05:00,2.0436116002655176,2.055812313077608,2.000909221777823,2.002129316329956,1855200,0.0,0.0
2003-11-18 00:00:00-05:00,2.0021294233848805,2.013110042231977,1.9887086153030393,1.9887086153030396,97600,0.0,0.0
2003-11-19 00:00:00-05:00,1.9850484460075124,2.0301907806170867,1.9765080169034979,2.0131099224090576,354400,0.0,0.0
2003-11-20 00:00:00-05:00,2.0131099848478837,2.025310697964569,1.9826083184107948,2.007009744644165,862400,0.0,0.0
2003-11-21 00:00:00-05:00,1.9826083740243943,2.025310754776001,1.9765081336495591,2.025310754776001,199200,0.0,0.0
2003-11-24 00:00:00-05:00,2.025310872971994,2.0375115871429443,2.0009094446300923,2.0375115871429443,208000,0.0,0.0
2003-11-25 00:00:00-05:00,2.0497122445809888,2.0985151054547213,2.013110331634977,2.043612003326416,309600,0.0,0.0
2003-11-26 00:00:00-05:00,2.0594724535387874,2.190019783780318,2.0375114487735897,2.1717185974121094,590400,0.0,0.0
2003-11-28 00:00:00-05:00,2.1717187232222495,2.177819196601477,2.122916099734755,2.159518241882324,41600,0.0,0.0
2003-12-01 00:00:00-05:00,2.1839193103870813,2.1961200237274174,2.135116689734989,2.196120023727417,233600,0.0,0.0
2003-12-02 00:00:00-05:00,2.1351168704936185,2.196120209650579,2.1351168704936185,2.1534178256988525,300000,0.0,0.0
2003-12-03 00:00:00-05:00,2.172938741826923,2.1778191203594504,2.1363368336699935,2.1765990257263184,182400,0.0,0.0
2003-12-04 00:00:00-05:00,2.1717186780615174,2.19245982170105,2.165618437518409,2.19245982170105,1028800,0.0,0.0
2003-12-05 00:00:00-05:00,2.165618551220526,2.2205216498281355,2.165618551220526,2.1668386459350586,403200,0.0,0.0
2003-12-08 00:00:00-05:00,2.1900196710585362,2.1900196710585362,2.0619125366210938,2.0619125366210938,228000,0.0,0.0
2003-12-09 00:00:00-05:00,2.1412171513214595,2.1412171513214595,1.906964431629383,1.958207130432129,550400,0.0,0.0
2003-12-10 00:00:00-05:00,1.9594270426138665,2.008229663762488,1.9521067076188867,1.9887086153030396,119200,0.0,0.0
2003-12-11 00:00:00-05:00,1.98260825304129,2.0911941075101335,1.9521065876098855,2.0619125366210938,249600,0.0,0.0
2003-12-12 00:00:00-05:00,2.0972946260306182,2.122915913852178,2.0484920068162826,2.115595579147339,837600,0.0,0.0
2003-12-15 00:00:00-05:00,2.05093197526327,2.159518065449368,2.05093197526327,2.1046149730682373,245600,0.0,0.0
2003-12-16 00:00:00-05:00,2.105835086903417,2.171718565654068,2.105835086903417,2.155857801437378,208000,0.0,0.0
2003-12-17 00:00:00-05:00,2.1107152630543173,2.2071006424627946,2.1107152630543173,2.196120023727417,199200,0.0,0.0
2003-12-18 00:00:00-05:00,2.2022202640429596,2.2022202640429596,2.1741587862566627,2.196120023727417,40800,0.0,0.0
2003-12-19 00:00:00-05:00,2.1558578326007845,2.1961200237274174,2.1558578326007845,2.196120023727417,520000,0.0,0.0
2003-12-22 00:00:00-05:00,2.1363367843399477,2.2022202640429596,2.1363367843399477,2.196120023727417,76800,0.0,0.0
2003-12-23 00:00:00-05:00,2.1961200669705248,2.2266217345673374,2.191239688454592,2.2254016399383545,197600,0.0,0.0
2003-12-24 00:00:00-05:00,2.2327221070225605,2.2327221070225605,2.1912398180213306,2.2266218662261963,73600,0.0,0.0
2003-12-26 00:00:00-05:00,2.2205216254298326,2.2266218662261963,2.2205216254298326,2.2266218662261963,3200,0.0,0.0
2003-12-29 00:00:00-05:00,2.1900199560294737,2.231502245030703,2.1900199560294737,2.2266218662261963,222400,0.0,0.0
2003-12-30 00:00:00-05:00,2.1924598348327193,2.2571234554395656,2.1814792156219482,2.1814792156219482,602400,0.0,0.0
2003-12-31 00:00:00-05:00,2.197339941876592,2.214420799555846,2.1631779938088522,2.1900196075439453,360000,0.0,0.0
2004-01-02 00:00:00-05:00,2.1607381229342275,2.196120170718473,2.150977598150516,2.1619582176208496,138400,0.0,0.0
2004-01-05 00:00:00-05:00,2.2144211762554717,2.2144211762554717,2.14731759592108,2.1668386459350586,204000,0.0,0.0
2004-01-06 00:00:00-05:00,2.1375570709140908,2.2266218906915265,2.1375570709140908,2.1668386459350586,244800,0.0,0.0
2004-01-07 00:00:00-05:00,2.196119847369612,2.196119847369612,2.171718422648479,2.1900196075439453,1112000,0.0,0.0
2004-01-08 00:00:00-05:00,2.171718634377565,2.192459777599891,2.1229160128865785,2.18757963180542,1521600,0.0,0.0
2004-01-09 00:00:00-05:00,2.1961200614776857,2.2022203018980884,2.180259296759086,2.18757963180542,216800,0.0,0.0
2004-01-12 00:00:00-05:00,2.153417761115353,2.1961201437863855,2.149757709809638,2.1839194297790527,1169600,0.0,0.0
2004-01-13 00:00:00-05:00,2.122916156120372,2.1900199688185915,2.111935536455378,2.1534178256988525,859200,0.0,0.0
2004-01-14 00:00:00-05:00,2.1729388756123384,2.182699400569081,2.1351168704936185,2.1534178256988525,1736800,0.0,0.0
2004-01-15 00:00:00-05:00,2.1765989875742475,2.2095408439636235,2.159518128428313,2.209540843963623,144000,0.0,0.0
2004-01-16 00:00:00-05:00,2.209540800746541,2.255903231539797,2.1875795635831703,2.2424824237823486,255200,0.0,0.0
2004-01-20 00:00:00-05:00,2.221741348080318,2.2986056804656987,2.2180812969157557,2.2986056804656982,292000,0.0,0.0
2004-01-21 00:00:00-05:00,2.310806541648403,2.492596463563302,2.213201059826862,2.413292169570923,244000,0.0,0.0
2004-01-22 00:00:00-05:00,2.415732208555894,2.415732208555894,2.3718099613138466,2.4096319675445557,159200,0.0,0.0
2004-01-23 00:00:00-05:00,2.4157322616048496,2.4279329766047293,2.33520786839864,2.390110969543457,515200,0.0,0.0
