Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1978-10-31 00:00:00-05:00,0.0,1.1038470400704279,0.9031475782394409,0.9031475782394409,13600,0.0,0.0
1978-11-01 00:00:00-05:00,0.0,1.1540220097491616,0.9533225297927856,0.9533225297927856,27600,0.0,0.0
1978-11-02 00:00:00-05:00,0.0,1.2543713762646629,1.053671956062317,1.053671956062317,23000,0.0,0.0
1978-11-03 00:00:00-05:00,0.0,1.2543713762646629,1.053671956062317,1.053671956062317,7400,0.0,0.0
1978-11-06 00:00:00-05:00,0.0,1.455071244239807,1.2543717622756958,1.2543717622756958,10800,0.0,0.0
1978-11-07 00:00:00-05:00,0.0,1.4048964182535808,1.2041969299316406,1.2041969299316406,1800,0.0,0.0
1978-11-08 00:00:00-05:00,0.0,1.455071244239807,1.2543717622756958,1.2543717622756958,800,0.0,0.0
1978-11-09 00:00:00-05:00,0.0,1.455071244239807,1.2543717622756958,1.2543717622756958,5000,0.0,0.0
1978-11-10 00:00:00-05:00,0.0,1.455071244239807,1.2543717622756958,1.2543717622756958,2000,0.0,0.0
1978-11-13 00:00:00-05:00,0.0,1.4048964182535808,1.2041969299316406,1.2041969299316406,10000,0.0,0.0
1978-11-14 00:00:00-05:00,0.0,1.3045463453639636,1.1038469076156616,1.1038469076156616,1800,0.0,0.0
1978-11-15 00:00:00-05:00,0.0,1.1540220097491616,0.9533225297927856,0.9533225297927856,16000,0.0,0.0
1978-11-16 00:00:00-05:00,0.0,1.1540220097491616,0.9533225297927856,0.9533225297927856,8400,0.0,0.0
1978-11-17 00:00:00-05:00,0.0,1.1038470400704279,0.9031475782394409,0.9031475782394409,15600,0.0,0.0
1978-11-20 00:00:00-05:00,0.0,1.2543713762646629,1.053671956062317,1.053671956062317,64200,0.0,0.0
1978-11-21 00:00:00-05:00,0.0,1.1540220097491616,0.9533225297927856,0.9533225297927856,15400,0.0,0.0
1978-11-22 00:00:00-05:00,0.0,1.1540220097491616,0.9533225297927856,0.9533225297927856,3800,0.0,0.0
1978-11-24 00:00:00-05:00,0.0,1.1038470400704279,0.9031475782394409,0.9031475782394409,2400,0.0,0.0
1978-11-27 00:00:00-05:00,0.0,1.1038470400704279,0.9031475782394409,0.9031475782394409,1000,0.0,0.0
1978-11-28 00:00:00-05:00,0.0,1.1038470400704279,0.9031475782394409,0.9031475782394409,4600,0.0,0.0
1978-11-29 00:00:00-05:00,0.0,1.0536722155178293,0.8529727458953856,0.8529727458953857,12600,0.0,0.0
1978-11-30 00:00:00-05:00,0.0,1.0536722155178293,0.8529727458953856,0.8529727458953857,5600,0.0,0.0
1978-12-01 00:00:00-05:00,0.0,1.0536722155178293,0.8529727458953856,0.8529727458953857,3800,0.0,0.0
1978-12-04 00:00:00-05:00,0.0,1.0536722155178293,0.8529727458953856,0.8529727458953857,3000,0.0,0.0
1978-12-05 00:00:00-05:00,0.0,1.0536722155178293,0.8529727458953856,0.8529727458953857,3000,0.0,0.0
1978-12-06 00:00:00-05:00,0.0,1.0034974664449692,0.8027979731559753,0.8027979731559753,20000,0.0,0.0
1978-12-07 00:00:00-05:00,0.0,1.0034974664449692,0.8027979731559753,0.8027979731559753,7200,0.0,0.0
1978-12-08 00:00:00-05:00,0.0,1.0034974664449692,0.8027979731559753,0.8027979731559753,3200,0.0,0.0
1978-12-11 00:00:00-05:00,0.0,1.0034974664449692,0.8027979731559753,0.8027979731559753,600,0.0,0.0
1978-12-12 00:00:00-05:00,0.0,1.0034974664449692,0.8027979731559753,0.8027979731559753,5800,0.0,0.0
1978-12-13 00:00:00-05:00,0.0,0.953322418530782,0.7526229619979858,0.7526229619979858,43200,0.0,0.0
