,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Assets,937582000000.0,940722000000.0,896552000000.0,815078000000.0
Cash Cash Equivalents And Short Term Investments,391933000000.0,434406000000.0,412890000000.0,375478000000.0
Cash And Cash Equivalents,12888000000.0,13701000000.0,16327000000.0,15353000000.0
Other Short Term Investments,379045000000.0,420705000000.0,396563000000.0,360125000000.0
Loans Receivable,,540000000.0,,
Goodwill And Other Intangible Assets,3194000000.0,4718000000.0,2573000000.0,1850000000.0
Goodwill,1804000000.0,3035000000.0,863000000.0,
Other Intangible Assets,1390000000.0,1683000000.0,1710000000.0,1850000000.0
Investments And Advances,397956000000.0,434684000000.0,409902000000.0,371619000000.0
Total Liabilities Net Minority Interest,874974000000.0,872512000000.0,832833000000.0,766047000000.0
Payables And Accrued Expenses,9513000000.0,12022000000.0,11378000000.0,7936000000.0
Payables,9513000000.0,12022000000.0,11378000000.0,7936000000.0
Total Tax Payable,9513000000.0,12022000000.0,11378000000.0,7936000000.0
Income Tax Payable,9513000000.0,12022000000.0,11378000000.0,7936000000.0
Current Debt And Capital Lease Obligation,1022000000.0,1225000000.0,2233000000.0,2451000000.0
Current Debt,1022000000.0,1225000000.0,2233000000.0,2451000000.0
Current Notes Payable,0.0,399000000.0,,
Commercial Paper,420000000.0,380000000.0,549000000.0,742000000.0
Line Of Credit,405000000.0,318000000.0,313000000.0,
Other Current Borrowings,197000000.0,128000000.0,1371000000.0,1709000000.0
Long Term Debt And Capital Lease Obligation,18596000000.0,19723000000.0,19620000000.0,18333000000.0
Long Term Debt,18596000000.0,19723000000.0,19620000000.0,18333000000.0
Total Equity Gross Minority Interest,62608000000.0,68210000000.0,63719000000.0,49031000000.0
Stockholders Equity,61876000000.0,67425000000.0,63115000000.0,48617000000.0
Capital Stock,6000000.0,6000000.0,6000000.0,6000000.0
Preferred Stock,0.0,0.0,0.0,0.0
Common Stock,6000000.0,6000000.0,6000000.0,6000000.0
Additional Paid In Capital,25732000000.0,25584000000.0,25532000000.0,24828000000.0
Retained Earnings,36652000000.0,30749000000.0,32991000000.0,30470000000.0
Treasury Stock,21838000000.0,19652000000.0,19453000000.0,17593000000.0
Gains Losses Not Affecting Retained Earnings,21324000000.0,30738000000.0,24039000000.0,10906000000.0
Other Equity Interest,40552000000.0,36687000000.0,39076000000.0,37711000000.0
Minority Interest,732000000.0,785000000.0,604000000.0,414000000.0
Total Capitalization,80472000000.0,87148000000.0,82735000000.0,66950000000.0
Common Stock Equity,61876000000.0,67425000000.0,63115000000.0,48617000000.0
Net Tangible Assets,58682000000.0,62707000000.0,60542000000.0,46767000000.0
Invested Capital,81494000000.0,88373000000.0,84968000000.0,69401000000.0
Tangible Book Value,58682000000.0,62707000000.0,60542000000.0,46767000000.0
Total Debt,19618000000.0,20948000000.0,21853000000.0,20784000000.0
Net Debt,6730000000.0,7247000000.0,5526000000.0,5431000000.0
Share Issued,666305189.0,666305189.0,666305189.0,660111339.0
Ordinary Shares Number,376286338.0,396437451.0,398832408.0,410712452.0
Treasury Shares Number,290018851.0,269867738.0,267472781.0,249398887.0
