,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Assets,2291413000000.0,2260090000000.0,1951158000000.0,1917383000000.0
Cash And Cash Equivalents,262033000000.0,309615000000.0,193919000000.0,188105000000.0
Cash Financial,27515000000.0,26349000000.0,23967000000.0,23645000000.0
Other Short Term Investments,279296000000.0,329163000000.0,271544000000.0,278749000000.0
Receivables,54795000000.0,45544000000.0,41242000000.0,37031000000.0
Accounts Receivable,54340000000.0,44806000000.0,39857000000.0,35450000000.0
Other Receivables,455000000.0,738000000.0,1385000000.0,1581000000.0
Goodwill And Other Intangible Assets,25794000000.0,26909000000.0,26948000000.0,27266000000.0
Goodwill,21299000000.0,22162000000.0,22126000000.0,22046000000.0
Other Intangible Assets,4495000000.0,4747000000.0,4822000000.0,5220000000.0
Investments And Advances,700253000000.0,647003000000.0,513823000000.0,491532000000.0
Trading Securities,198117000000.0,206112000000.0,155904000000.0,143185000000.0
Available For Sale Securities,7337000000.0,7332000000.0,7523000000.0,7212000000.0
Held To Maturity Securities,215503000000.0,104396000000.0,78852000000.0,62386000000.0
Total Liabilities Net Minority Interest,2088741000000.0,2059890000000.0,1757212000000.0,1720309000000.0
Payables And Accrued Expenses,61430000000.0,50484000000.0,48601000000.0,64571000000.0
Payables,61430000000.0,50484000000.0,48601000000.0,64571000000.0
Accounts Payable,61430000000.0,50484000000.0,48601000000.0,64571000000.0
Other Payable,,39319000000.0,37613000000.0,40273000000.0
Current Debt And Capital Lease Obligation,27973000000.0,29514000000.0,45049000000.0,32346000000.0
Current Debt,27973000000.0,29514000000.0,45049000000.0,32346000000.0
Commercial Paper,16018000000.0,18010000000.0,16476000000.0,13238000000.0
Other Current Borrowings,11955000000.0,11504000000.0,28573000000.0,19108000000.0
Long Term Provisions,1900000000.0,,,
Long Term Debt And Capital Lease Obligation,254374000000.0,271686000000.0,248760000000.0,231999000000.0
Long Term Debt,254374000000.0,271686000000.0,248760000000.0,231999000000.0
Total Equity Gross Minority Interest,202672000000.0,200200000000.0,193946000000.0,197074000000.0
Stockholders Equity,201972000000.0,199442000000.0,193242000000.0,196220000000.0
Capital Stock,19026000000.0,19511000000.0,18011000000.0,18491000000.0
Preferred Stock,18995000000.0,19480000000.0,17980000000.0,18460000000.0
Common Stock,31000000.0,31000000.0,31000000.0,31000000.0
Additional Paid In Capital,108003000000.0,107846000000.0,107840000000.0,107922000000.0
Retained Earnings,184948000000.0,168272000000.0,165369000000.0,151347000000.0
Treasury Stock,71240000000.0,64129000000.0,61660000000.0,44370000000.0
Gains Losses Not Affecting Retained Earnings,-38765000000.0,-32058000000.0,-36318000000.0,-37170000000.0
Minority Interest,700000000.0,758000000.0,704000000.0,854000000.0
Total Capitalization,456346000000.0,471128000000.0,442002000000.0,428219000000.0
Preferred Stock Equity,18995000000.0,19480000000.0,17980000000.0,18460000000.0
Common Stock Equity,182977000000.0,179962000000.0,175262000000.0,177760000000.0
Net Tangible Assets,176178000000.0,172533000000.0,166294000000.0,168954000000.0
Invested Capital,465324000000.0,481162000000.0,469071000000.0,442105000000.0
Tangible Book Value,157183000000.0,153053000000.0,148314000000.0,150494000000.0
Total Debt,282347000000.0,301200000000.0,293809000000.0,264345000000.0
Net Debt,20314000000.0,,99890000000.0,76240000000.0
Share Issued,3099651835.0,3099763661.0,3099602856.0,3099567177.0
Ordinary Shares Number,1984355194.0,2082089209.0,2114123355.0,2368467344.0
Preferred Shares Number,97800000.0,,,159900000.0
Treasury Shares Number,1115296641.0,1017674452.0,985479501.0,731099833.0
