,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Assets,25823072000.0,20125394000.0,18344666000.0,17920588000.0
Current Assets,12799557000.0,9488662000.0,8226370000.0,8636265000.0
Cash Cash Equivalents And Short Term Investments,2617863000.0,3047675000.0,1834645000.0,1398886000.0
Cash And Cash Equivalents,2364858000.0,2639671000.0,1534605000.0,1398886000.0
Other Short Term Investments,253005000.0,408004000.0,300040000.0,0.0
Receivables,3853972000.0,2298850000.0,2160102000.0,2505568000.0
Accounts Receivable,3853972000.0,2298850000.0,2160102000.0,2505568000.0
Gross Accounts Receivable,3949372000.0,2350150000.0,2220002000.0,2567668000.0
Allowance For Doubtful Accounts Receivable,-95400000.0,-51300000.0,-59900000.0,-62100000.0
Inventory,6011182000.0,3569089000.0,3842095000.0,4553500000.0
Other Current Assets,316540000.0,573048000.0,389528000.0,178311000.0
Total Non Current Assets,13023515000.0,10636732000.0,10118296000.0,9284323000.0
Net PPE,8114818000.0,6899110000.0,6178555000.0,5334748000.0
Gross PPE,18504467000.0,16754603000.0,15594782000.0,14525075000.0
Land And Improvements,845772000.0,744305000.0,719736000.0,654786000.0
Buildings And Improvements,1845937000.0,1505913000.0,1413690000.0,1283182000.0
Machinery Furniture Equipment,13119177000.0,12204738000.0,11630179000.0,11101840000.0
Other Properties,558336000.0,558231000.0,558123000.0,557383000.0
Construction In Progress,2039245000.0,1603416000.0,1108054000.0,762884000.0
Leases,96000000.0,138000000.0,165000000.0,165000000.0
Accumulated Depreciation,-10389649000.0,-9855493000.0,-9416227000.0,-9190327000.0
Goodwill And Other Intangible Assets,3931103000.0,2897693000.0,2943249000.0,3012840000.0
Goodwill,2827344000.0,2229672000.0,2201063000.0,2184336000.0
Other Intangible Assets,1103759000.0,668021000.0,742186000.0,828504000.0
Other Non Current Assets,977594000.0,839929000.0,996492000.0,936735000.0
Total Liabilities Net Minority Interest,11219278000.0,8893533000.0,7553490000.0,7718620000.0
Current Liabilities,5157413000.0,2627860000.0,2463774000.0,2806300000.0
Payables And Accrued Expenses,4434012000.0,2559069000.0,2372066000.0,2748430000.0
Payables,1974041000.0,1432159000.0,1201698000.0,1428191000.0
Accounts Payable,1974041000.0,1432159000.0,1201698000.0,1428191000.0
Current Accrued Expenses,2459971000.0,1126910000.0,1170368000.0,1320239000.0
Current Debt And Capital Lease Obligation,723401000.0,68791000.0,91708000.0,57870000.0
Current Debt,708723000.0,57906000.0,82444000.0,57870000.0
Line Of Credit,,,62444000.0,57870000.0
Other Current Borrowings,708723000.0,57906000.0,82444000.0,57870000.0
Current Capital Lease Obligation,14678000.0,10885000.0,9264000.0,
Total Non Current Liabilities Net Minority Interest,6061865000.0,6265673000.0,5089716000.0,4912320000.0
Long Term Debt And Capital Lease Obligation,4961410000.0,5271789000.0,4291301000.0,4233276000.0
Long Term Debt,4797035000.0,5192336000.0,4215341000.0,4233276000.0
Long Term Capital Lease Obligation,164375000.0,79453000.0,75960000.0,
Non Current Deferred Liabilities,1100455000.0,993884000.0,798415000.0,679044000.0
Total Equity Gross Minority Interest,14603794000.0,11231861000.0,10791176000.0,10201968000.0
Stockholders Equity,14016389000.0,10788665000.0,10357866000.0,9792078000.0
Capital Stock,152061000.0,152061000.0,152061000.0,152061000.0
Common Stock,152061000.0,152061000.0,152061000.0,152061000.0
Additional Paid In Capital,2140608000.0,2121288000.0,2107646000.0,2073715000.0
Retained Earnings,17674100000.0,11343852000.0,11115056000.0,10337445000.0
Treasury Stock,5835098000.0,2709675000.0,2713931000.0,2467010000.0
Gains Losses Not Affecting Retained Earnings,-115282000.0,-118861000.0,-302966000.0,-304133000.0
Minority Interest,587405000.0,443196000.0,433310000.0,409890000.0
Total Capitalization,18813424000.0,15981001000.0,14573207000.0,14025354000.0
Common Stock Equity,14016389000.0,10788665000.0,10357866000.0,9792078000.0
Capital Lease Obligations,179053000.0,90338000.0,85224000.0,
Net Tangible Assets,10085286000.0,7890972000.0,7414617000.0,6779238000.0
Working Capital,7642144000.0,6860802000.0,5762596000.0,5829965000.0
Invested Capital,19522147000.0,16038907000.0,14655651000.0,14083224000.0
Tangible Book Value,10085286000.0,7890972000.0,7414617000.0,6779238000.0
Total Debt,5684811000.0,5340580000.0,4383009000.0,4291146000.0
Net Debt,3140900000.0,2610571000.0,2763180000.0,2892260000.0
Share Issued,380154000.0,380154000.0,380154000.0,380154000.0
Ordinary Shares Number,272412000.0,302245000.0,301812000.0,305592000.0
Treasury Shares Number,107742000.0,77909000.0,78342000.0,74562000.0
