,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Assets,3169495000000.0,2819627000000.0,2434079000000.0,2354507000000.0
Cash And Cash Equivalents,355365000000.0,387009000000.0,168667000000.0,184898000000.0
Cash Financial,29222000000.0,36430000000.0,30152000000.0,29063000000.0
Other Short Term Investments,299178000000.0,234491000000.0,245639000000.0,229366000000.0
Receivables,87020000000.0,81157000000.0,75658000000.0,88194000000.0
Accounts Receivable,72263000000.0,64221000000.0,55937000000.0,65814000000.0
Other Receivables,14757000000.0,16936000000.0,19721000000.0,22380000000.0
Net PPE,10833000000.0,11000000000.0,10561000000.0,9906000000.0
Goodwill And Other Intangible Assets,69022000000.0,68951000000.0,68951000000.0,68951000000.0
Goodwill,69022000000.0,68951000000.0,68951000000.0,68951000000.0
Investments And Advances,1126273000000.0,792194000000.0,611077000000.0,536738000000.0
Trading Securities,143646000000.0,107344000000.0,138880000000.0,94985000000.0
Available For Sale Securities,8895000000.0,12110000000.0,10828000000.0,8735000000.0
Held To Maturity Securities,674554000000.0,438249000000.0,215730000000.0,203652000000.0
Total Liabilities Net Minority Interest,2899429000000.0,2546703000000.0,2169269000000.0,2089182000000.0
Payables And Accrued Expenses,198963000000.0,181799000000.0,182798000000.0,165078000000.0
Current Accrued Expenses,198963000000.0,181799000000.0,182798000000.0,165078000000.0
Current Debt And Capital Lease Obligation,23753000000.0,19321000000.0,24204000000.0,20189000000.0
Current Debt,23753000000.0,19321000000.0,24204000000.0,20189000000.0
Other Current Borrowings,23753000000.0,19321000000.0,24204000000.0,20189000000.0
Long Term Provisions,1456000000.0,,,
Long Term Debt And Capital Lease Obligation,280117000000.0,262934000000.0,240856000000.0,229340000000.0
Long Term Debt,280117000000.0,262934000000.0,240856000000.0,229340000000.0
Derivative Product Liabilities,37675000000.0,45526000000.0,38229000000.0,37891000000.0
Total Equity Gross Minority Interest,270066000000.0,272924000000.0,264810000000.0,265325000000.0
Stockholders Equity,270066000000.0,272924000000.0,264810000000.0,265325000000.0
Capital Stock,87106000000.0,110492000000.0,115124000000.0,141222000000.0
Preferred Stock,24708000000.0,24510000000.0,23401000000.0,22326000000.0
Common Stock,62398000000.0,85982000000.0,91723000000.0,118896000000.0
Retained Earnings,188064000000.0,164088000000.0,156319000000.0,136314000000.0
Gains Losses Not Affecting Retained Earnings,-5104000000.0,-1656000000.0,-6633000000.0,-12211000000.0
Total Capitalization,550183000000.0,535858000000.0,505666000000.0,494665000000.0
Preferred Stock Equity,24708000000.0,24510000000.0,23401000000.0,22326000000.0
Common Stock Equity,245358000000.0,248414000000.0,241409000000.0,242999000000.0
Net Tangible Assets,201044000000.0,203973000000.0,195859000000.0,196374000000.0
Invested Capital,549228000000.0,530669000000.0,506469000000.0,492528000000.0
Tangible Book Value,176336000000.0,179463000000.0,172458000000.0,174048000000.0
Total Debt,303870000000.0,282255000000.0,265060000000.0,249529000000.0
Net Debt,,,96393000000.0,64631000000.0
Share Issued,8077831463.0,8650814105.0,8836148954.0,9669286370.0
Ordinary Shares Number,8077831463.0,8650814105.0,8836148954.0,9669286370.0
Preferred Shares Number,,250320600.0,333407892.0,224987892.0
