,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Assets,23877300000.0,24618900000.0,27234300000.0,25288900000.0
Current Assets,7856500000.0,6887100000.0,8381800000.0,7640900000.0
Cash Cash Equivalents And Short Term Investments,3802500000.0,2610100000.0,4475900000.0,3538000000.0
Cash And Cash Equivalents,2261400000.0,1331200000.0,2913700000.0,1224600000.0
Other Short Term Investments,1541100000.0,1278900000.0,1562200000.0,2313400000.0
Receivables,1961700000.0,2327300000.0,2470700000.0,2485400000.0
Accounts Receivable,1961700000.0,2327300000.0,2470700000.0,2485400000.0
Inventory,1351500000.0,1068600000.0,804200000.0,929900000.0
Raw Materials,349600000.0,314900000.0,169700000.0,
Work In Process,814000000.0,544500000.0,460000000.0,
Finished Goods,187900000.0,209200000.0,174500000.0,
Other Current Assets,740800000.0,881100000.0,631000000.0,687600000.0
Total Non Current Assets,16020800000.0,17731800000.0,18852500000.0,17648000000.0
Net PPE,3791800000.0,3844800000.0,3674300000.0,3601200000.0
Gross PPE,5798400000.0,5627100000.0,5265200000.0,5398600000.0
Properties,0.0,0.0,0.0,0.0
Land And Improvements,207500000.0,119800000.0,118100000.0,144500000.0
Buildings And Improvements,1699700000.0,1025300000.0,835000000.0,1282800000.0
Machinery Furniture Equipment,2624500000.0,1993300000.0,1701200000.0,2118400000.0
Other Properties,375400000.0,433300000.0,427000000.0,
Construction In Progress,770300000.0,1950800000.0,2084400000.0,1758500000.0
Leases,121000000.0,104600000.0,99500000.0,94400000.0
Accumulated Depreciation,-2006600000.0,-1782300000.0,-1590900000.0,-1797400000.0
Goodwill And Other Intangible Assets,7982400000.0,8846400000.0,9285200000.0,8826400000.0
Goodwill,5761100000.0,5762100000.0,5757800000.0,5706400000.0
Other Intangible Assets,2221300000.0,3084300000.0,3527400000.0,3120000000.0
Investments And Advances,2831500000.0,3671100000.0,2660900000.0,3066500000.0
Investmentin Financial Assets,892000000.0,772100000.0,1408100000.0,1375900000.0
Available For Sale Securities,892000000.0,772100000.0,1408100000.0,1375900000.0
Other Investments,1939500000.0,2899000000.0,1252800000.0,1690600000.0
Non Current Deferred Assets,1415100000.0,1369500000.0,3232100000.0,2153900000.0
Non Current Deferred Taxes Assets,1415100000.0,1369500000.0,3232100000.0,2153900000.0
Total Liabilities Net Minority Interest,12917600000.0,13932800000.0,13895200000.0,12257300000.0
Current Liabilities,4298200000.0,3742200000.0,4863800000.0,3295200000.0
Payables And Accrued Expenses,2943200000.0,3226900000.0,3058900000.0,2974300000.0
Payables,763900000.0,596900000.0,602200000.0,434000000.0
Accounts Payable,589200000.0,454900000.0,530800000.0,370500000.0
Total Tax Payable,174700000.0,142000000.0,71400000.0,63500000.0
Current Accrued Expenses,2179300000.0,2630000000.0,2456700000.0,2540300000.0
Pensionand Other Post Retirement Benefit Plans Current,345100000.0,333800000.0,309100000.0,320900000.0
Current Debt And Capital Lease Obligation,999100000.0,,1495800000.0,
Current Debt,999100000.0,,1495800000.0,
Other Current Borrowings,999100000.0,,1495800000.0,
Other Current Liabilities,10800000.0,181500000.0,3368000000.0,
Total Non Current Liabilities Net Minority Interest,8619400000.0,10190600000.0,9031400000.0,8962100000.0
Long Term Debt And Capital Lease Obligation,6604400000.0,7828200000.0,4871700000.0,5936500000.0
Long Term Debt,6274000000.0,7426200000.0,4459000000.0,5936500000.0
Long Term Capital Lease Obligation,330400000.0,402000000.0,412700000.0,
Non Current Deferred Liabilities,694500000.0,1032800000.0,2810800000.0,1636200000.0
Non Current Deferred Taxes Liabilities,694500000.0,1032800000.0,2810800000.0,1636200000.0
Other Non Current Liabilities,1320500000.0,1329600000.0,1348900000.0,1389400000.0
Total Equity Gross Minority Interest,10959700000.0,10686100000.0,13339100000.0,13031600000.0
Stockholders Equity,10896200000.0,10700300000.0,13343200000.0,13039600000.0
Capital Stock,100000.0,100000.0,100000.0,100000.0
Preferred Stock,0.0,0.0,0.0,0.0
Common Stock,100000.0,100000.0,100000.0,100000.0
Additional Paid In Capital,68200000.0,0.0,0.0,0.0
Retained Earnings,13911700000.0,13976300000.0,16455400000.0,16257000000.0
Treasury Stock,2977100000.0,2977100000.0,2977100000.0,2977100000.0
Gains Losses Not Affecting Retained Earnings,-106700000.0,-299000000.0,-135200000.0,-240400000.0
Minority Interest,63500000.0,-14200000.0,-4100000.0,-8000000.0
Total Capitalization,17170200000.0,18126500000.0,17802200000.0,18976100000.0
Common Stock Equity,10896200000.0,10700300000.0,13343200000.0,13039600000.0
Capital Lease Obligations,330400000.0,402000000.0,412700000.0,
Net Tangible Assets,2913800000.0,1853900000.0,4058000000.0,4213200000.0
Working Capital,3558300000.0,3144900000.0,3518000000.0,4345700000.0
Invested Capital,18169300000.0,18126500000.0,19298000000.0,18976100000.0
Tangible Book Value,2913800000.0,1853900000.0,4058000000.0,4213200000.0
Total Debt,7603500000.0,7828200000.0,6367500000.0,5936500000.0
Net Debt,5011700000.0,6095000000.0,3041100000.0,4711900000.0
Share Issued,170800000.0,176200000.0,198000000.0,221000000.0
Ordinary Shares Number,147000000.0,152400000.0,174200000.0,197200000.0
Preferred Shares Number,8000.0,8000.0,8000.0,8000.0
Treasury Shares Number,23800000.0,23800000.0,23800000.0,23800000.0
