,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Total Assets,9071200000.0,8919900000.0,7195800000.0,6442100000.0
Current Assets,3862000000.0,3168700000.0,2222300000.0,1793100000.0
Cash Cash Equivalents And Short Term Investments,2339500000.0,1170300000.0,701000000.0,601800000.0
Cash And Cash Equivalents,2339500000.0,1170300000.0,701000000.0,601800000.0
Cash Financial,2339500000.0,1170300000.0,,
Receivables,617600000.0,942700000.0,1028900000.0,648700000.0
Accounts Receivable,617600000.0,942700000.0,1028900000.0,648700000.0
Gross Accounts Receivable,655300000.0,983200000.0,1060500000.0,666500000.0
Allowance For Doubtful Accounts Receivable,-37700000.0,-40500000.0,-31600000.0,-17800000.0
Inventory,623700000.0,501200000.0,395100000.0,444900000.0
Raw Materials,252900000.0,163300000.0,152300000.0,166100000.0
Work In Process,60100000.0,53000000.0,46500000.0,54500000.0
Finished Goods,310700000.0,284900000.0,196300000.0,224300000.0
Prepaid Assets,281200000.0,554500000.0,97300000.0,97700000.0
Other Current Assets,281200000.0,554500000.0,97300000.0,97200000.0
Total Non Current Assets,5209200000.0,5751200000.0,4973500000.0,4649000000.0
Net PPE,550500000.0,648300000.0,572200000.0,470900000.0
Gross PPE,1256100000.0,1344200000.0,1266600000.0,1136900000.0
Properties,0.0,0.0,0.0,0.0
Land And Improvements,40900000.0,41300000.0,40700000.0,46300000.0
Buildings And Improvements,196000000.0,191200000.0,167300000.0,196700000.0
Machinery Furniture Equipment,16700000.0,16800000.0,16100000.0,17500000.0
Other Properties,957700000.0,1045200000.0,998200000.0,814700000.0
Leases,44800000.0,49700000.0,44300000.0,61700000.0
Accumulated Depreciation,-705600000.0,-695900000.0,-694400000.0,-666000000.0
Goodwill And Other Intangible Assets,4517100000.0,4940800000.0,3965400000.0,4023500000.0
Goodwill,3236500000.0,3281600000.0,2657900000.0,2563700000.0
Other Intangible Assets,1280600000.0,1659200000.0,1307500000.0,1459800000.0
Investments And Advances,5500000.0,9500000.0,11400000.0,54100000.0
Long Term Equity Investment,,,0.0,42700000.0
Investmentin Financial Assets,5500000.0,9500000.0,11400000.0,11400000.0
Available For Sale Securities,5500000.0,9500000.0,11400000.0,11400000.0
Non Current Accounts Receivable,30400000.0,24700000.0,325700000.0,
Non Current Deferred Assets,16200000.0,21900000.0,15500000.0,17200000.0
Non Current Deferred Taxes Assets,16200000.0,21900000.0,15500000.0,17200000.0
Defined Pension Benefit,49200000.0,64300000.0,49300000.0,44600000.0
Other Non Current Assets,40300000.0,41700000.0,34000000.0,38700000.0
Total Liabilities Net Minority Interest,4195000000.0,4701300000.0,4488500000.0,4326400000.0
Current Liabilities,937700000.0,1326800000.0,1239300000.0,1070100000.0
Payables And Accrued Expenses,249200000.0,303700000.0,440200000.0,394000000.0
