,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Assets,24717786000.0,23929404000.0,24692208000.0,22584555000.0
Current Assets,951023000.0,1531156000.0,1522064000.0,936974000.0
Cash Cash Equivalents And Short Term Investments,149725000.0,650880000.0,343723000.0,128655000.0
Cash And Cash Equivalents,149725000.0,413327000.0,106363000.0,72277000.0
Other Short Term Investments,0.0,237553000.0,237360000.0,56378000.0
Receivables,726027000.0,832355000.0,1047169000.0,743678000.0
Accounts Receivable,176877000.0,169711000.0,278833000.0,250023000.0
Loans Receivable,549150000.0,662644000.0,768336000.0,493655000.0
Restricted Cash,46872000.0,38313000.0,39739000.0,59187000.0
Assets Held For Sale Current,28399000.0,9608000.0,91433000.0,5454000.0
Total Non Current Assets,23766763000.0,22398248000.0,23170144000.0,21647581000.0
Goodwill And Other Intangible Assets,2423157000.0,2287195000.0,2362462000.0,2559126000.0
Goodwill,1046140000.0,1051650000.0,1051161000.0,1050548000.0
Other Intangible Assets,1377017000.0,1235545000.0,1311301000.0,1508578000.0
Investment Properties,20447091000.0,19319149000.0,20422935000.0,18590702000.0
Investments And Advances,597067000.0,507456000.0,104323000.0,105198000.0
Long Term Equity Investment,597067000.0,507456000.0,104323000.0,105198000.0
Investmentin Financial Assets,,,237360000.0,56378000.0
Available For Sale Securities,,,,56378000.0
Held To Maturity Securities,,,237360000.0,
Other Investments,,,,56378000.0
Financial Assets,48884000.0,50098000.0,,
Non Current Note Receivables,,,768336000.0,206442000.0
Non Current Deferred Assets,11152000.0,9987000.0,47495000.0,
Non Current Deferred Taxes Assets,11152000.0,9987000.0,47495000.0,
Other Non Current Assets,239412000.0,224363000.0,232929000.0,186113000.0
Total Liabilities Net Minority Interest,13772026000.0,13651213000.0,14146756000.0,12312961000.0
Current Liabilities,1544154000.0,1441249000.0,2111007000.0,2042309000.0
Payables And Accrued Expenses,1196856000.0,1244510000.0,1256815000.0,1185697000.0
Payables,1090254000.0,1133066000.0,1145700000.0,1086030000.0
Accounts Payable,1090254000.0,1133066000.0,1145700000.0,1086030000.0
Current Accrued Expenses,106602000.0,111444000.0,111115000.0,99667000.0
Interest Payable,106602000.0,111444000.0,111115000.0,99667000.0
Current Debt And Capital Lease Obligation,336448000.0,193493000.0,848729000.0,856407000.0
Current Debt,336448000.0,193493000.0,848729000.0,856407000.0
Commercial Paper,280000000.0,0.0,567450000.0,
Line Of Credit,56448000.0,193493000.0,281279000.0,856407000.0
Other Current Liabilities,10850000.0,3246000.0,5463000.0,205000.0
Total Non Current Liabilities Net Minority Interest,12227872000.0,12209964000.0,12035749000.0,10270652000.0
Long Term Debt And Capital Lease Obligation,11888330000.0,11911836000.0,11561240000.0,9877292000.0
Long Term Debt,11691096000.0,11701919000.0,11310044000.0,9877292000.0
Long Term Capital Lease Obligation,197234000.0,209917000.0,251196000.0,
Non Current Deferred Liabilities,59259000.0,62638000.0,200831000.0,205219000.0
Non Current Deferred Taxes Liabilities,59259000.0,62638000.0,200831000.0,205219000.0
Preferred Securities Outside Stock Equity,280283000.0,235490000.0,273678000.0,188141000.0
Total Equity Gross Minority Interest,10945760000.0,10278191000.0,10545452000.0,10271594000.0
Stockholders Equity,10854385000.0,10180167000.0,10445892000.0,10215857000.0
Capital Stock,99838000.0,93635000.0,93185000.0,89125000.0
Preferred Stock,0.0,0.0,0.0,0.0
Common Stock,99838000.0,93635000.0,93185000.0,89125000.0
Additional Paid In Capital,15498956000.0,14171262000.0,14056453000.0,13076528000.0
Retained Earnings,-4679889000.0,-4030376000.0,-3669050000.0,-2930214000.0
Treasury Stock,0.0,0.0,132000.0,0.0
Gains Losses Not Affecting Retained Earnings,-64520000.0,-54354000.0,-34564000.0,-19582000.0
Minority Interest,91375000.0,98024000.0,99560000.0,55737000.0
Total Capitalization,22545481000.0,21882086000.0,21755936000.0,20093149000.0
Common Stock Equity,10854385000.0,10180167000.0,10445892000.0,10215857000.0
Capital Lease Obligations,197234000.0,209917000.0,251196000.0,
Net Tangible Assets,8431228000.0,7892972000.0,8083430000.0,7656731000.0
Working Capital,-593131000.0,89907000.0,-588943000.0,-1105335000.0
Invested Capital,22881929000.0,22075579000.0,22604665000.0,20949556000.0
Tangible Book Value,8431228000.0,7892972000.0,8083430000.0,7656731000.0
Total Debt,12224778000.0,12105329000.0,12409969000.0,10733699000.0
Net Debt,11877819000.0,11482085000.0,12052410000.0,10661422000.0
Share Issued,399420000.0,374609000.0,372811000.0,356572000.0
Ordinary Shares Number,399420000.0,374609000.0,372809000.0,356572000.0
Treasury Shares Number,,0.0,2000.0,
