,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Assets,43137502000.0,20740285000.0,18554796000.0,15260483000.0
Current Assets,1159356000.0,1295617000.0,455500000.0,187987000.0
Cash Cash Equivalents And Short Term Investments,258579000.0,824476000.0,54011000.0,10387000.0
Cash And Cash Equivalents,258579000.0,824476000.0,54011000.0,10387000.0
Receivables,755144000.0,418122000.0,273543000.0,144991000.0
Accounts Receivable,426768000.0,285701000.0,181969000.0,144991000.0
Notes Receivable,4455000.0,,,0.0
Taxes Receivable,,1130000.0,9682000.0,
Other Receivables,323921000.0,131291000.0,81892000.0,
Prepaid Assets,18062000.0,11795000.0,11839000.0,14695000.0
Restricted Cash,97101000.0,22220000.0,19332000.0,1329000.0
Assets Held For Sale Current,30470000.0,19004000.0,96775000.0,16585000.0
Total Non Current Assets,41978146000.0,19444668000.0,18099296000.0,15072496000.0
Net PPE,849847000.0,230634000.0,157434000.0,
Gross PPE,849847000.0,230634000.0,157434000.0,
Other Properties,849847000.0,230634000.0,157434000.0,
Goodwill And Other Intangible Assets,8952009000.0,1724835000.0,1507813000.0,1214227000.0
Goodwill,3676705000.0,14180000.0,14430000.0,14630000.0
Other Intangible Assets,5275304000.0,1710655000.0,1493383000.0,1199597000.0
Investment Properties,31959130000.0,17466152000.0,16399997000.0,13826932000.0
Investments And Advances,148459000.0,,,
Long Term Equity Investment,140967000.0,,,
Other Investments,7492000.0,,,
Financial Assets,29593000.0,10000.0,12000.0,
Non Current Deferred Assets,4352000.0,7705000.0,11453000.0,14248000.0
Other Non Current Assets,34756000.0,15332000.0,22587000.0,17089000.0
Total Liabilities Net Minority Interest,18008102000.0,9722555000.0,8750638000.0,7139505000.0
Current Liabilities,2220928000.0,383902000.0,1059430000.0,568934000.0
Payables And Accrued Expenses,427430000.0,253671000.0,227408000.0,201554000.0
Payables,213541000.0,122363000.0,108788000.0,82300000.0
Accounts Payable,351128000.0,241336000.0,177039000.0,133765000.0
Total Tax Payable,66622000.0,36672000.0,32060000.0,14511000.0
Income Tax Payable,19152000.0,5182000.0,,
Dividends Payable,146919000.0,85691000.0,76728000.0,67789000.0
Current Accrued Expenses,213889000.0,131308000.0,118620000.0,119254000.0
Interest Payable,112101000.0,84263000.0,76843000.0,81691000.0
Current Debt And Capital Lease Obligation,1551376000.0,,704335000.0,252000000.0
Current Debt,1551376000.0,,704335000.0,252000000.0
Line Of Credit,1551376000.0,0.0,704335000.0,252000000.0
Current Deferred Liabilities,242122000.0,130231000.0,127687000.0,115380000.0
Current Deferred Revenue,242122000.0,130231000.0,127687000.0,115380000.0
Total Non Current Liabilities Net Minority Interest,15787174000.0,9338653000.0,7691208000.0,6570571000.0
Long Term Debt And Capital Lease Obligation,15705217000.0,9259480000.0,7658546000.0,6564478000.0
Long Term Debt,13891261000.0,8817467000.0,7197212000.0,6247976000.0
Long Term Capital Lease Obligation,1813956000.0,442013000.0,461334000.0,316502000.0
Non Current Deferred Liabilities,,,127687000.0,115380000.0
Non Current Deferred Revenue,,,127687000.0,115380000.0
Derivative Product Liabilities,70617000.0,73356000.0,26359000.0,
Other Non Current Liabilities,11340000.0,5817000.0,6303000.0,6093000.0
Total Equity Gross Minority Interest,25129400000.0,11017730000.0,9804158000.0,8120978000.0
Stockholders Equity,25052574000.0,10985483000.0,9774456000.0,8088742000.0
Capital Stock,29578212000.0,14700050000.0,12873849000.0,10754495000.0
Common Stock,29578212000.0,14700050000.0,12873849000.0,10754495000.0
Additional Paid In Capital,,,-3082291000.0,-2657655000.0
Retained Earnings,-4530571000.0,-3659933000.0,-3082291000.0,-2657655000.0
Gains Losses Not Affecting Retained Earnings,4933000.0,-54634000.0,-17102000.0,-8098000.0
Other Equity Interest,,,-3082291000.0,-2657655000.0
Minority Interest,76826000.0,32247000.0,29702000.0,32236000.0
Total Capitalization,38943835000.0,19802950000.0,16971668000.0,14336718000.0
Common Stock Equity,25052574000.0,10985483000.0,9774456000.0,8088742000.0
Capital Lease Obligations,1813956000.0,442013000.0,461334000.0,316502000.0
Net Tangible Assets,16100565000.0,9260648000.0,8266643000.0,6874515000.0
Working Capital,-1061572000.0,911715000.0,-603930000.0,-380947000.0
Invested Capital,40495211000.0,19802950000.0,17676003000.0,14588718000.0
Tangible Book Value,16100565000.0,9260648000.0,8266643000.0,6874515000.0
Total Debt,17256593000.0,9259480000.0,8362881000.0,6816478000.0
Net Debt,15184058000.0,7992991000.0,7847536000.0,6489589000.0
Share Issued,591261991.0,361303445.0,333619106.0,303742090.0
Ordinary Shares Number,591261991.0,361303445.0,333619106.0,303742090.0
