,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Assets,155107160000.0,142601105000.0,119872757000.0,120097403000.0
Cash And Cash Equivalents,43209881000.0,25216553000.0,8622959000.0,9710636000.0
Cash Financial,1337577000.0,1552743000.0,1432805000.0,1605439000.0
Other Short Term Investments,445777000.0,505674000.0,828508000.0,2388955000.0
Receivables,8184933000.0,7948855000.0,7056247000.0,6180651000.0
Accounts Receivable,7088287000.0,6701959000.0,5644050000.0,4773750000.0
Other Receivables,1096646000.0,1246896000.0,1412197000.0,1406901000.0
Net PPE,1144765000.0,1161558000.0,1140924000.0,647408000.0
Gross PPE,2171645000.0,2139470000.0,2031621000.0,1491659000.0
Land And Improvements,93862000.0,94929000.0,96118000.0,97082000.0
Buildings And Improvements,512988000.0,513290000.0,482182000.0,465482000.0
Machinery Furniture Equipment,880268000.0,816331000.0,753956000.0,688364000.0
Other Properties,379702000.0,412674000.0,436927000.0,
Leases,304825000.0,302246000.0,262438000.0,240731000.0
Accumulated Depreciation,-1026880000.0,-977912000.0,-890697000.0,-844251000.0
Goodwill And Other Intangible Assets,4597110000.0,4607277000.0,4622146000.0,4640179000.0
Goodwill,4593112000.0,4593112000.0,4593112000.0,4593112000.0
Other Intangible Assets,3998000.0,14165000.0,29034000.0,47067000.0
Investments And Advances,7623891000.0,8114278000.0,9967380000.0,12878397000.0
Trading Securities,468031000.0,1068581000.0,470129000.0,185584000.0
Available For Sale Securities,4103036000.0,4892836000.0,6381257000.0,7564804000.0
Held To Maturity Securities,2607047000.0,1647187000.0,2287486000.0,2739054000.0
Total Liabilities Net Minority Interest,137203755000.0,126413822000.0,104156108000.0,104637212000.0
Payables And Accrued Expenses,2127931000.0,2166409000.0,2337490000.0,1637348000.0
Payables,2127931000.0,2166409000.0,2337490000.0,1637348000.0
Accounts Payable,2127931000.0,2166409000.0,2337490000.0,1637348000.0
Current Debt And Capital Lease Obligation,0.0,0.0,0.0,4200000000.0
Current Debt,0.0,0.0,0.0,4200000000.0
Other Current Borrowings,0.0,0.0,0.0,4200000000.0
Long Term Debt And Capital Lease Obligation,3485369000.0,4382193000.0,6884507000.0,8035760000.0
Long Term Debt,3485369000.0,4382193000.0,6884507000.0,8035760000.0
Total Equity Gross Minority Interest,17903405000.0,16187283000.0,15716649000.0,15460191000.0
Stockholders Equity,17903405000.0,16187283000.0,15716649000.0,15460191000.0
Capital Stock,1831083000.0,1331215000.0,1331437000.0,1313109000.0
Preferred Stock,1750000000.0,1250000000.0,1250000000.0,1231500000.0
Common Stock,81083000.0,81215000.0,81437000.0,81609000.0
Additional Paid In Capital,6635000000.0,6617404000.0,6593539000.0,6579342000.0
Retained Earnings,14646448000.0,13444428000.0,12820916000.0,11516672000.0
Treasury Stock,5081548000.0,5142732000.0,4822563000.0,3528851000.0
Gains Losses Not Affecting Retained Earnings,-127578000.0,-63032000.0,-206680000.0,-420081000.0
Total Capitalization,21388774000.0,20569476000.0,22601156000.0,23495951000.0
Preferred Stock Equity,1750000000.0,1250000000.0,1250000000.0,1231500000.0
Common Stock Equity,16153405000.0,14937283000.0,14466649000.0,14228691000.0
Net Tangible Assets,13306295000.0,11580006000.0,11094503000.0,10820012000.0
Invested Capital,19638774000.0,19319476000.0,21351156000.0,26464451000.0
Tangible Book Value,11556295000.0,10330006000.0,9844503000.0,9588512000.0
Total Debt,3485369000.0,4382193000.0,6884507000.0,12235760000.0
Net Debt,,,,2525124000.0
Share Issued,159741898.0,159741898.0,159741898.0,159765044.0
Ordinary Shares Number,128689053.0,128315156.0,130567496.0,138509769.0
Preferred Shares Number,,,,381500.0
Treasury Shares Number,31052845.0,31426742.0,29174402.0,21255275.0
