,2022-05-31,2021-05-31,2020-05-31,2019-05-31
Operating Cash Flow,9539000000.0,15887000000.0,13139000000.0,14551000000.0
Cash Flow From Continuing Operating Activities,9539000000.0,15887000000.0,13139000000.0,14551000000.0
Net Income From Continuing Operations,6717000000.0,13746000000.0,10135000000.0,11083000000.0
Depreciation Amortization Depletion,3122000000.0,2916000000.0,2968000000.0,2919000000.0
Depreciation And Amortization,3122000000.0,2916000000.0,2968000000.0,2919000000.0
Depreciation,1972000000.0,1537000000.0,1382000000.0,1230000000.0
Amortization Cash Flow,1150000000.0,1379000000.0,1586000000.0,1689000000.0
Amortization Of Intangibles,1150000000.0,1379000000.0,1586000000.0,1689000000.0
Deferred Tax,-1146000000.0,-2425000000.0,-851000000.0,-1191000000.0
Deferred Income Tax,-1146000000.0,-2425000000.0,-851000000.0,-1191000000.0
Provisionand Write Offof Assets,,192000000.0,245000000.0,190000000.0
Stock Based Compensation,2613000000.0,1837000000.0,1590000000.0,1653000000.0
Other Non Cash Items,220000000.0,-39000000.0,239000000.0,157000000.0
Change In Working Capital,-1987000000.0,-340000000.0,-1187000000.0,-260000000.0
Change In Receivables,-874000000.0,141000000.0,-690000000.0,-272000000.0
Changes In Account Receivables,-874000000.0,141000000.0,-690000000.0,-272000000.0
Change In Prepaid Assets,11000000.0,622000000.0,665000000.0,261000000.0
Change In Payables And Accrued Expense,-1131000000.0,-1508000000.0,-940000000.0,-102000000.0
Change In Payable,-1131000000.0,-1508000000.0,-940000000.0,-102000000.0
Change In Tax Payable,-398000000.0,-1485000000.0,-444000000.0,
Change In Income Tax Payable,-398000000.0,-1485000000.0,-444000000.0,
Change In Account Payable,-733000000.0,-23000000.0,-496000000.0,-102000000.0
Change In Other Working Capital,7000000.0,405000000.0,-222000000.0,-147000000.0
Investing Cash Flow,11220000000.0,-13098000000.0,9843000000.0,26557000000.0
Cash Flow From Continuing Investing Activities,11220000000.0,-13098000000.0,9843000000.0,26557000000.0
Capital Expenditure Reported,-4511000000.0,-2135000000.0,-1564000000.0,-1660000000.0
Net Business Purchase And Sale,-148000000.0,-41000000.0,-124000000.0,-363000000.0
Purchase Of Business,-148000000.0,-41000000.0,-124000000.0,-363000000.0
Net Investment Purchase And Sale,15879000000.0,-10922000000.0,11531000000.0,28580000000.0
Purchase Of Investment,-10272000000.0,-37982000000.0,-5731000000.0,-1400000000.0
Sale Of Investment,26151000000.0,27060000000.0,17262000000.0,29980000000.0
Financing Cash Flow,-29126000000.0,-10378000000.0,-6132000000.0,-42056000000.0
Cash Flow From Continuing Financing Activities,-29126000000.0,-10378000000.0,-6132000000.0,-42056000000.0
Net Issuance Payments Of Debt,-8250000000.0,12303000000.0,15388000000.0,-4500000000.0
Net Long Term Debt Issuance,-8250000000.0,12303000000.0,15388000000.0,-4500000000.0
Long Term Debt Issuance,0.0,14934000000.0,19888000000.0,0.0
Long Term Debt Payments,-8250000000.0,-2631000000.0,-4500000000.0,-4500000000.0
Net Common Stock Issuance,-16859000000.0,-19814000000.0,-18317000000.0,-34488000000.0
Common Stock Issuance,482000000.0,1786000000.0,1588000000.0,2155000000.0
Common Stock Payments,-17341000000.0,-21600000000.0,-19905000000.0,-36643000000.0
Cash Dividends Paid,-3457000000.0,-3063000000.0,-3070000000.0,-2932000000.0
Common Stock Dividend Paid,-3457000000.0,,-3070000000.0,-2932000000.0
Net Other Financing Charges,-560000000.0,196000000.0,-133000000.0,-136000000.0
End Cash Position,21383000000.0,30098000000.0,37239000000.0,20514000000.0
Changes In Cash,-8367000000.0,-7589000000.0,16850000000.0,-948000000.0
Effect Of Exchange Rate Changes,-348000000.0,448000000.0,-125000000.0,-158000000.0
Beginning Cash Position,30098000000.0,37239000000.0,20514000000.0,21620000000.0
Income Tax Paid Supplemental Data,2567000000.0,3189000000.0,3218000000.0,2901000000.0
Interest Paid Supplemental Data,2735000000.0,2408000000.0,1972000000.0,2059000000.0
Capital Expenditure,-4511000000.0,-2135000000.0,-1564000000.0,-1660000000.0
Issuance Of Capital Stock,482000000.0,1786000000.0,1588000000.0,2155000000.0
Issuance Of Debt,0.0,14934000000.0,19888000000.0,0.0
Repayment Of Debt,-8250000000.0,-2631000000.0,-4500000000.0,-4500000000.0
Repurchase Of Capital Stock,-17341000000.0,-21600000000.0,-19905000000.0,-36643000000.0
Free Cash Flow,5028000000.0,13752000000.0,11575000000.0,12891000000.0
