,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Operating Cash Flow,14645000000.0,5591000000.0,13632000000.0,8930000000.0
Cash Flow From Continuing Operating Activities,14645000000.0,5591000000.0,13632000000.0,8930000000.0
Net Income From Continuing Operations,8060000000.0,3135000000.0,6759000000.0,6921000000.0
Depreciation Amortization Depletion,1695000000.0,1543000000.0,1188000000.0,1293000000.0
Depreciation And Amortization,1695000000.0,1543000000.0,1188000000.0,1293000000.0
Deferred Tax,294000000.0,-256000000.0,426000000.0,455000000.0
Deferred Income Tax,294000000.0,-256000000.0,426000000.0,455000000.0
Stock Based Compensation,330000000.0,249000000.0,283000000.0,283000000.0
Other Non Cash Items,-772000000.0,,,
Change In Working Capital,6457000000.0,-3810000000.0,1403000000.0,-3374000000.0
Change In Receivables,,,,248000000.0
Change In Payables And Accrued Expense,5389000000.0,-2025000000.0,1771000000.0,-4121000000.0
Change In Payable,5389000000.0,-2025000000.0,1771000000.0,-4121000000.0
Change In Account Payable,5389000000.0,-2025000000.0,1771000000.0,-4121000000.0
Change In Other Current Assets,1068000000.0,-1785000000.0,-368000000.0,743000000.0
Change In Other Working Capital,,,,-244000000.0
Investing Cash Flow,-10529000000.0,11632000000.0,-16707000000.0,-19615000000.0
Cash Flow From Continuing Investing Activities,-10529000000.0,11632000000.0,-16707000000.0,-19615000000.0
Net PPE Purchase And Sale,-1550000000.0,-1478000000.0,-1645000000.0,-1310000000.0
Purchase Of PPE,-1550000000.0,-1478000000.0,-1645000000.0,-1310000000.0
Net Business Purchase And Sale,1000000.0,-597000000.0,-352000000.0,-520000000.0
Purchase Of Business,,,-352000000.0,
Net Investment Purchase And Sale,18577000000.0,-13334000000.0,-3815000000.0,-1931000000.0
Purchase Of Investment,-1517000000.0,-20562000000.0,-11166000000.0,-5434000000.0
Sale Of Investment,20094000000.0,7228000000.0,7351000000.0,3503000000.0
Net Other Investing Changes,,135000000.0,152000000.0,
Financing Cash Flow,-14933000000.0,-9068000000.0,-519000000.0,5101000000.0
Cash Flow From Continuing Financing Activities,-14933000000.0,-9068000000.0,-519000000.0,5101000000.0
Net Issuance Payments Of Debt,-3413000000.0,-20151000000.0,2172000000.0,2481000000.0
Net Long Term Debt Issuance,-3874000000.0,-15524000000.0,-1144000000.0,2629000000.0
Long Term Debt Issuance,7788000000.0,69000000.0,12706000000.0,21524000000.0
Long Term Debt Payments,-11662000000.0,-15593000000.0,-13850000000.0,-18895000000.0
Net Short Term Debt Issuance,461000000.0,-4627000000.0,3316000000.0,-148000000.0
Net Common Stock Issuance,-7588000000.0,-985000000.0,-4599000000.0,-1598000000.0
Common Stock Issuance,64000000.0,44000000.0,86000000.0,87000000.0
Common Stock Payments,-7652000000.0,-1029000000.0,-4685000000.0,-1685000000.0
Net Preferred Stock Issuance,-16000000.0,,,
Preferred Stock Issuance,1584000000.0,,,
Preferred Stock Payments,-1600000000.0,,,
Cash Dividends Paid,-1448000000.0,-1474000000.0,-1422000000.0,-1324000000.0
Common Stock Dividend Paid,,-1474000000.0,-1422000000.0,-1324000000.0
End Cash Position,22028000000.0,32965000000.0,24446000000.0,27808000000.0
Changes In Cash,-10817000000.0,8155000000.0,-3594000000.0,-5584000000.0
Effect Of Exchange Rate Changes,-120000000.0,364000000.0,232000000.0,129000000.0
Beginning Cash Position,32965000000.0,24446000000.0,27808000000.0,33263000000.0
Capital Expenditure,-1550000000.0,-1478000000.0,-1645000000.0,-1310000000.0
Issuance Of Capital Stock,1648000000.0,44000000.0,86000000.0,87000000.0
Issuance Of Debt,7788000000.0,69000000.0,12706000000.0,21524000000.0
Repayment Of Debt,-11662000000.0,-15593000000.0,-13850000000.0,-18895000000.0
Repurchase Of Capital Stock,-9252000000.0,-1029000000.0,-4685000000.0,-1685000000.0
Free Cash Flow,13095000000.0,4113000000.0,11987000000.0,7620000000.0
