,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Revenue,22259000000.0,22705000000.0,12568000000.0,11558000000.0
Operating Revenue,22259000000.0,22705000000.0,12568000000.0,11558000000.0
Selling General And Administration,8926000000.0,8419000000.0,4970000000.0,4313000000.0
General And Administrative Expense,8632000000.0,8146000000.0,4833000000.0,4313000000.0
Salaries And Wages,8632000000.0,8146000000.0,4833000000.0,4313000000.0
Other Gand A,,862000000.0,338000000.0,538000000.0
Selling And Marketing Expense,294000000.0,273000000.0,137000000.0,
Depreciation Amortization Depletion Income Statement,764000000.0,943000000.0,300000000.0,131000000.0
Depreciation And Amortization In Income Statement,764000000.0,943000000.0,300000000.0,131000000.0
Depreciation Income Statement,190000000.0,258000000.0,136000000.0,
Amortization,574000000.0,685000000.0,164000000.0,131000000.0
Amortization Of Intangibles Income Statement,574000000.0,685000000.0,164000000.0,131000000.0
Gain On Sale Of Security,0.0,402000000.0,-116000000.0,3000000.0
Special Income Charges,-1552000000.0,-1629000000.0,-524000000.0,-146000000.0
Restructuring And Mergern Acquisition,1593000000.0,1394000000.0,524000000.0,146000000.0
Gain On Sale Of Business,37000000.0,,,
Pretax Income,7993000000.0,5473000000.0,4019000000.0,4060000000.0
Tax Provision,1556000000.0,981000000.0,782000000.0,803000000.0
Net Income Common Stockholders,6033000000.0,4184000000.0,3028000000.0,3063000000.0
Net Income,6440000000.0,4482000000.0,3224000000.0,3237000000.0
Net Income Including Noncontrolling Interests,6437000000.0,4492000000.0,3237000000.0,3257000000.0
Net Income Continuous Operations,6437000000.0,4492000000.0,3237000000.0,3257000000.0
Minority Interests,3000000.0,-10000000.0,-13000000.0,-20000000.0
Preferred Stock Dividends,407000000.0,298000000.0,196000000.0,174000000.0
Diluted NI Availto Com Stockholders,6033000000.0,4184000000.0,3028000000.0,3063000000.0
Basic EPS,4.51,3.11,3.76,3.96
Diluted EPS,4.47,3.08,3.71,3.91
Basic Average Shares,1337144000.0,1347080000.0,805104000.0,772963000.0
Diluted Average Shares,1349378000.0,1358289000.0,815204000.0,783484000.0
Net Income From Continuing And Discontinued Operation,6440000000.0,4482000000.0,3224000000.0,3237000000.0
Normalized Income,7689360000.0,5819409000.0,3645820000.0,3354092000.0
Interest Income,13774000000.0,15548000000.0,9409000000.0,8120000000.0
Interest Expense,768000000.0,1722000000.0,2096000000.0,1438000000.0
Net Interest Income,13006000000.0,13826000000.0,7313000000.0,6682000000.0
Reconciled Depreciation,1384000000.0,1608000000.0,630000000.0,555000000.0
Net Income From Continuing Operation Net Minority Interest,6440000000.0,4482000000.0,3224000000.0,3237000000.0
Total Unusual Items Excluding Goodwill,-1552000000.0,-1629000000.0,-524000000.0,-146000000.0
Total Unusual Items,-1552000000.0,-1629000000.0,-524000000.0,-146000000.0
Tax Rate For Calcs,0.195,0.179,0.195,0.198
Tax Effect Of Unusual Items,-302640000.0,-291591000.0,-102180000.0,-28908000.0
