,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Revenue,18520000000.0,11691000000.0,10721000000.0,10132000000.0
Operating Revenue,18520000000.0,11691000000.0,10721000000.0,10132000000.0
Selling General And Administration,6797000000.0,4796000000.0,4002000000.0,3801000000.0
General And Administrative Expense,6312000000.0,4470000000.0,3695000000.0,3488000000.0
Salaries And Wages,5450000000.0,3954000000.0,3320000000.0,3057000000.0
Other Gand A,862000000.0,516000000.0,375000000.0,431000000.0
Selling And Marketing Expense,485000000.0,326000000.0,307000000.0,313000000.0
Depreciation Amortization Depletion Income Statement,1164000000.0,604000000.0,349000000.0,306000000.0
Depreciation And Amortization In Income Statement,1164000000.0,604000000.0,349000000.0,306000000.0
Depreciation Income Statement,549000000.0,414000000.0,,
Amortization,615000000.0,190000000.0,,
Amortization Of Intangibles Income Statement,615000000.0,190000000.0,,
Gain On Sale Of Security,0.0,0.0,0.0,0.0
Pretax Income,7713000000.0,4300000000.0,4848000000.0,4562000000.0
Tax Provision,1858000000.0,1001000000.0,1144000000.0,1055000000.0
Net Income Common Stockholders,5360000000.0,3043000000.0,3526000000.0,3329000000.0
Net Income,5855000000.0,3299000000.0,3704000000.0,3507000000.0
Net Income Including Noncontrolling Interests,5855000000.0,3299000000.0,3704000000.0,3507000000.0
Net Income Continuous Operations,5855000000.0,3299000000.0,3704000000.0,3507000000.0
Preferred Stock Dividends,495000000.0,256000000.0,178000000.0,178000000.0
Diluted NI Availto Com Stockholders,5360000000.0,3043000000.0,3526000000.0,3329000000.0
Basic EPS,2.84,2.13,2.69,2.47
Diluted EPS,2.83,2.12,2.67,2.45
Basic Average Shares,1887000000.0,1429000000.0,1311000000.0,1348000000.0
Diluted Average Shares,1897000000.0,1435000000.0,1320000000.0,1361000000.0
Net Income From Continuing And Discontinued Operation,5855000000.0,3299000000.0,3704000000.0,3507000000.0
Normalized Income,5855000000.0,3299000000.0,3704000000.0,3507000000.0
Interest Income,8506000000.0,6531000000.0,7580000000.0,6680000000.0
Interest Expense,476000000.0,418000000.0,1064000000.0,857000000.0
Net Interest Income,8030000000.0,6113000000.0,6516000000.0,5823000000.0
Reconciled Depreciation,1164000000.0,604000000.0,349000000.0,306000000.0
Net Income From Continuing Operation Net Minority Interest,5855000000.0,3299000000.0,3704000000.0,3507000000.0
Tax Rate For Calcs,0.241,0.233,0.236,0.231
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
