,2022-08-31,2021-08-31,2020-08-31,2019-08-31
Total Revenue,16252230000.0,14629585000.0,12631967000.0,11863743000.0
Operating Revenue,16252230000.0,14629585000.0,12631967000.0,11863743000.0
Cost Of Revenue,7779580000.0,6911800000.0,5861214000.0,5498742000.0
Gross Profit,8472650000.0,7717785000.0,6770753000.0,6365001000.0
Operating Expense,5201921000.0,4773258000.0,4353074000.0,4148864000.0
Selling General And Administration,5201921000.0,4773258000.0,4353074000.0,4148864000.0
Operating Income,3270729000.0,2944527000.0,2417679000.0,2216137000.0
Net Non Operating Interest Income Expense,-191638000.0,-195337000.0,-201165000.0,-184804000.0
Interest Income Non Operating,6048000.0,5417000.0,5689000.0,7396000.0
Interest Expense Non Operating,197686000.0,200754000.0,206854000.0,192200000.0
Total Other Finance Cost,,,,184804000.0
Pretax Income,3079091000.0,2749190000.0,2216514000.0,2031333000.0
Tax Provision,649487000.0,578876000.0,483542000.0,414112000.0
Net Income Common Stockholders,2429604000.0,2170314000.0,1732972000.0,1617221000.0
Net Income,2429604000.0,2170314000.0,1732972000.0,1617221000.0
Net Income Including Noncontrolling Interests,2429604000.0,2170314000.0,1732972000.0,1617221000.0
Net Income Continuous Operations,2429604000.0,2170314000.0,1732972000.0,1617221000.0
Diluted NI Availto Com Stockholders,2429604000.0,2170314000.0,1732972000.0,1617221000.0
Basic EPS,120.83,97.6,73.62,64.78
Diluted EPS,117.19,95.19,71.93,63.43
Basic Average Shares,20107000.0,22237000.0,23540000.0,24966000.0
Diluted Average Shares,20733000.0,22799000.0,24093000.0,25498000.0
Total Operating Income As Reported,3270729000.0,2944527000.0,2417679000.0,2216137000.0
Total Expenses,12981501000.0,11685058000.0,10214288000.0,9647606000.0
Net Income From Continuing And Discontinued Operation,2429604000.0,2170314000.0,1732972000.0,1617221000.0
Normalized Income,2429604000.0,2170314000.0,1732972000.0,1617221000.0
Interest Income,6048000.0,5417000.0,5689000.0,7396000.0
Interest Expense,197686000.0,200754000.0,206854000.0,192200000.0
Net Interest Income,-191638000.0,-195337000.0,-201165000.0,-184804000.0
EBIT,3276777000.0,2949944000.0,2423368000.0,2223533000.0
Reconciled Cost Of Revenue,7779580000.0,6911800000.0,5861214000.0,5498742000.0
Reconciled Depreciation,442223000.0,407683000.0,397466000.0,369957000.0
Net Income From Continuing Operation Net Minority Interest,2429604000.0,2170314000.0,1732972000.0,1617221000.0
Normalized EBITDA,3719000000.0,3357627000.0,2820834000.0,2593490000.0
Tax Rate For Calcs,0.211,0.211,0.218,0.204
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
