,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Revenue,19440000000.0,19140000000.0,18450000000.0,18486000000.0
Operating Revenue,19440000000.0,19140000000.0,18450000000.0,18486000000.0
Cost Of Revenue,13452000000.0,12318000000.0,12415000000.0,12889000000.0
Gross Profit,5988000000.0,6822000000.0,6035000000.0,5597000000.0
Operating Expense,3427000000.0,3578000000.0,3044000000.0,3368000000.0
Selling General And Administration,3399000000.0,3632000000.0,3254000000.0,3367000000.0
Other Operating Expenses,28000000.0,-54000000.0,-210000000.0,1000000.0
Operating Income,2561000000.0,3244000000.0,2991000000.0,2229000000.0
Net Non Operating Interest Income Expense,-250000000.0,-244000000.0,-250000000.0,-253000000.0
Interest Income Non Operating,6000000.0,8000000.0,11000000.0,10000000.0
Interest Expense Non Operating,256000000.0,252000000.0,261000000.0,263000000.0
Other Income Expense,-86000000.0,-70000000.0,-91000000.0,-163000000.0
Other Non Operating Income Expenses,-86000000.0,-70000000.0,-91000000.0,-163000000.0
Pretax Income,2225000000.0,2930000000.0,2650000000.0,1813000000.0
Tax Provision,479000000.0,676000000.0,576000000.0,471000000.0
Earnings From Equity Interest Net Of Tax,98000000.0,142000000.0,123000000.0,103000000.0
Net Income Common Stockholders,1814000000.0,2352000000.0,2157000000.0,1410000000.0
Net Income,1814000000.0,2352000000.0,2157000000.0,1410000000.0
Net Income Including Noncontrolling Interests,1844000000.0,2396000000.0,2197000000.0,1445000000.0
Net Income Continuous Operations,1844000000.0,2396000000.0,2197000000.0,1445000000.0
Minority Interests,-30000000.0,-44000000.0,-40000000.0,-35000000.0
Diluted NI Availto Com Stockholders,1814000000.0,2352000000.0,2157000000.0,1410000000.0
Basic EPS,5.38,6.9,6.28,4.05
Diluted EPS,5.35,6.87,6.24,4.03
Basic Average Shares,336800000.0,340869565.0,343471338.0,348148148.0
Diluted Average Shares,338800000.0,342500000.0,345600000.0,349600000.0
Total Operating Income As Reported,2561000000.0,3244000000.0,2991000000.0,2229000000.0
Total Expenses,16879000000.0,15896000000.0,15459000000.0,16257000000.0
Net Income From Continuing And Discontinued Operation,1814000000.0,2352000000.0,2157000000.0,1410000000.0
Normalized Income,1814000000.0,2352000000.0,2157000000.0,1410000000.0
Interest Income,6000000.0,8000000.0,11000000.0,10000000.0
Interest Expense,256000000.0,252000000.0,261000000.0,263000000.0
Net Interest Income,-250000000.0,-244000000.0,-250000000.0,-253000000.0
EBIT,2481000000.0,3182000000.0,2911000000.0,2076000000.0
Reconciled Cost Of Revenue,13452000000.0,12318000000.0,12415000000.0,12889000000.0
Reconciled Depreciation,766000000.0,796000000.0,917000000.0,882000000.0
Net Income From Continuing Operation Net Minority Interest,1814000000.0,2352000000.0,2157000000.0,1410000000.0
Normalized EBITDA,3247000000.0,3978000000.0,3828000000.0,2958000000.0
Tax Rate For Calcs,0.215,0.231,0.217,0.21
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
