,2021-12-31,2020-12-31,2019-12-31,2018-12-31
Total Revenue,3215360000.0,2706655000.0,2406908000.0,2213242000.0
Operating Revenue,3215360000.0,2706655000.0,2406908000.0,2213242000.0
Cost Of Revenue,1325928000.0,1135615000.0,1041359000.0,971700000.0
Gross Profit,1889432000.0,1571040000.0,1365549000.0,1241542000.0
Operating Expense,957404000.0,876516000.0,812703000.0,750207000.0
Selling General And Administration,796395000.0,735267000.0,679510000.0,632344000.0
General And Administrative Expense,309660000.0,300832000.0,261317000.0,244938000.0
Other Gand A,309660000.0,300832000.0,261317000.0,244938000.0
Selling And Marketing Expense,486735000.0,434435000.0,418193000.0,387406000.0
Research And Development,161009000.0,141249000.0,133193000.0,117863000.0
Operating Income,932028000.0,694524000.0,552846000.0,491335000.0
Net Non Operating Interest Income Expense,-29374000.0,-32539000.0,-30628000.0,-33593000.0
Interest Income Non Operating,434000.0,586000.0,427000.0,1151000.0
Interest Expense Non Operating,29808000.0,33125000.0,31055000.0,34744000.0
Pretax Income,902654000.0,661985000.0,522218000.0,457742000.0
Tax Provision,157810000.0,79854000.0,94426000.0,80695000.0
Net Income Common Stockholders,744845000.0,581776000.0,427720000.0,377031000.0
Net Income,744845000.0,581776000.0,427720000.0,377031000.0
Net Income Including Noncontrolling Interests,744844000.0,582131000.0,427792000.0,377047000.0
Net Income Continuous Operations,744844000.0,582131000.0,427792000.0,377047000.0
Minority Interests,1000.0,-355000.0,-72000.0,-16000.0
Diluted NI Availto Com Stockholders,744845000.0,581776000.0,427720000.0,377031000.0
Basic EPS,8.74,6.82,4.97,4.34
Diluted EPS,8.6,6.71,4.89,4.26
Basic Average Shares,85200000.0,85342000.0,86115000.0,86864000.0
Diluted Average Shares,86572000.0,86722000.0,87542000.0,88470000.0
Total Operating Income As Reported,932028000.0,694524000.0,552846000.0,491335000.0
Total Expenses,2283332000.0,2012131000.0,1854062000.0,1721907000.0
Net Income From Continuing And Discontinued Operation,744845000.0,581776000.0,427720000.0,377031000.0
Normalized Income,744845000.0,581776000.0,427720000.0,377031000.0
Interest Income,434000.0,586000.0,427000.0,1151000.0
Interest Expense,29808000.0,33125000.0,31055000.0,34744000.0
Net Interest Income,-29374000.0,-32539000.0,-30628000.0,-33593000.0
EBIT,932462000.0,695110000.0,553273000.0,492486000.0
Reconciled Cost Of Revenue,1325928000.0,1135615000.0,1041359000.0,971700000.0
Reconciled Depreciation,104596000.0,95998000.0,88011000.0,83178000.0
Net Income From Continuing Operation Net Minority Interest,744845000.0,581776000.0,427720000.0,377031000.0
Normalized EBITDA,1037058000.0,791108000.0,641284000.0,575664000.0
Tax Rate For Calcs,0.175,0.121,0.181,0.176
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
