,2022-03-31,2021-03-31,2020-03-31,2019-03-31
Total Revenue,4645714000.0,4015307000.0,3239141000.0,3090325000.0
Operating Revenue,4645714000.0,4015307000.0,3239141000.0,3090325000.0
Cost Of Revenue,2359546000.0,2131741000.0,1917378000.0,1895142000.0
Gross Profit,2286168000.0,1883566000.0,1321763000.0,1195183000.0
Operating Expense,1060099000.0,976939000.0,898547000.0,978717000.0
Selling General And Administration,349718000.0,367238000.0,343569000.0,476074000.0
Research And Development,623636000.0,570395000.0,484414000.0,450482000.0
Other Operating Expenses,86745000.0,39306000.0,70564000.0,52161000.0
Operating Income,1226069000.0,906627000.0,423216000.0,216466000.0
Net Non Operating Interest Income Expense,-63326000.0,-75198000.0,-48326000.0,-32992000.0
Interest Income Non Operating,,,12066000.0,10971000.0
Interest Expense Non Operating,63326000.0,75198000.0,60392000.0,43963000.0
Other Income Expense,18341000.0,-24049000.0,20199000.0,-91682000.0
Other Non Operating Income Expenses,18341000.0,-24049000.0,20199000.0,-91682000.0
Pretax Income,1181084000.0,807380000.0,395089000.0,91792000.0
Tax Provision,147731000.0,73769000.0,60764000.0,-41333000.0
Net Income Common Stockholders,1033353000.0,733611000.0,334325000.0,133125000.0
Net Income,1033353000.0,733611000.0,334325000.0,133125000.0
Net Income Including Noncontrolling Interests,1033353000.0,733611000.0,334325000.0,133125000.0
Net Income Continuous Operations,1033353000.0,733611000.0,334325000.0,133125000.0
Diluted NI Availto Com Stockholders,1033353000.0,733611000.0,334325000.0,133125000.0
Basic EPS,9.529996,6.477075,2.916685,1.118106
Diluted EPS,9.26,6.32,2.8,1.05
Basic Average Shares,106303000.0,112557000.0,114625000.0,119063000.0
Diluted Average Shares,111546000.0,116016000.0,119293000.0,127356000.0
Total Operating Income As Reported,1226069000.0,906627000.0,423216000.0,216466000.0
Total Expenses,3419645000.0,3108680000.0,2815925000.0,2873859000.0
Net Income From Continuing And Discontinued Operation,1033353000.0,733611000.0,334325000.0,133125000.0
Normalized Income,1033353000.0,733611000.0,334325000.0,133125000.0
Interest Income,,,12066000.0,10971000.0
Interest Expense,63326000.0,75198000.0,60392000.0,43963000.0
Net Interest Income,-63326000.0,-75198000.0,-48326000.0,-32992000.0
EBIT,1244410000.0,882578000.0,455481000.0,135755000.0
Reconciled Cost Of Revenue,2359546000.0,2131741000.0,1917378000.0,1895142000.0
Reconciled Depreciation,361415000.0,456104000.0,468931000.0,663097000.0
Net Income From Continuing Operation Net Minority Interest,1033353000.0,733611000.0,334325000.0,133125000.0
Normalized EBITDA,1605825000.0,1338682000.0,924412000.0,798852000.0
Tax Rate For Calcs,0.125,0.091,0.154,0.27
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
