,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Total Revenue,14922825000.0,14092632000.0,13566975000.0,12737868000.0
Operating Revenue,14922825000.0,14092632000.0,13566975000.0,12737868000.0
Cost Of Revenue,11595785000.0,11048860000.0,10980307000.0,10260840000.0
Gross Profit,3327040000.0,3043772000.0,2586668000.0,2477028000.0
Operating Expense,2409190000.0,2355683000.0,2050695000.0,2072177000.0
Selling General And Administration,2409190000.0,2355683000.0,2050695000.0,2072177000.0
Operating Income,917850000.0,688089000.0,535973000.0,404851000.0
Net Non Operating Interest Income Expense,-95757000.0,-69211000.0,-57477000.0,-74360000.0
Interest Income Non Operating,4489000.0,3503000.0,4729000.0,9487000.0
Interest Expense Non Operating,100246000.0,72714000.0,62206000.0,83847000.0
Other Income Expense,54254000.0,76724000.0,-37293000.0,20468000.0
Other Non Operating Income Expenses,54254000.0,76724000.0,-37293000.0,20468000.0
Pretax Income,876347000.0,695602000.0,441203000.0,350959000.0
Tax Provision,160903000.0,274781000.0,55320000.0,36954000.0
Net Income Common Stockholders,644039000.0,477030000.0,491745000.0,846769000.0
Net Income,644039000.0,477030000.0,491845000.0,847979000.0
Net Income Including Noncontrolling Interests,715412000.0,430829000.0,523867000.0,871024000.0
Net Income Continuous Operations,715444000.0,420821000.0,385883000.0,314005000.0
Net Income Discontinuous Operations,-32000.0,10008000.0,137984000.0,557019000.0
Minority Interests,-71373000.0,46201000.0,-32022000.0,-23045000.0
Otherunder Preferred Stock Dividend,,57307000.0,100000.0,1210000.0
Diluted NI Availto Com Stockholders,644039000.0,477030000.0,491745000.0,846769000.0
Basic EPS,,3.22,3.74,6.14
Diluted EPS,,3.2,3.71,6.08
Basic Average Shares,,130194000.0,131514000.0,137907000.0
Diluted Average Shares,,130274000.0,132721000.0,139206000.0
Total Operating Income As Reported,917850000.0,688089000.0,535973000.0,404851000.0
Total Expenses,14004975000.0,13404543000.0,13031002000.0,12333017000.0
Net Income From Continuing And Discontinued Operation,644039000.0,477030000.0,491845000.0,847979000.0
Normalized Income,644071000.0,467022000.0,353861000.0,290960000.0
Interest Income,4489000.0,3503000.0,4729000.0,9487000.0
Interest Expense,100246000.0,72714000.0,62206000.0,83847000.0
Net Interest Income,-95757000.0,-69211000.0,-57477000.0,-74360000.0
EBIT,976593000.0,768316000.0,503409000.0,434806000.0
Reconciled Cost Of Revenue,11595785000.0,11048860000.0,10980307000.0,10260840000.0
Reconciled Depreciation,301056000.0,250800000.0,181633000.0,169269000.0
Net Income From Continuing Operation Net Minority Interest,644071000.0,467022000.0,353861000.0,290960000.0
Normalized EBITDA,1277649000.0,1019116000.0,685042000.0,604075000.0
Tax Rate For Calcs,0.184,0.395,0.125,0.105
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
